time,open,high,low,close,tick_volume
2026-02-06 16:30:00,4897.98,4950.01,4897.46,4946.94,13359
2026-02-06 17:00:00,4947.91,4964.72,4935.55,4957.24,12744
2026-02-06 17:30:00,4957.31,4960.94,4927.51,4943.81,12252
2026-02-06 18:00:00,4944.02,4950.63,4920.39,4938.72,11731
2026-02-06 18:30:00,4938.82,4953.56,4929.19,4951.84,11123
2026-02-06 19:00:00,4951.99,4960.89,4949.27,4954.65,9999
2026-02-06 19:30:00,4954.6,4968.38,4947.69,4961.04,10411
2026-02-06 20:00:00,4960.86,4971.54,4943.81,4955.91,10983
2026-02-06 20:30:00,4955.62,4968.81,4950.88,4963.25,8432
2026-02-06 21:00:00,4963.28,4963.6,4952.94,4957.97,7786
2026-02-06 21:30:00,4957.91,4963.11,4948.02,4956.47,8117
2026-02-06 22:00:00,4956.33,4959.4,4945.68,4953.62,7558
2026-02-06 22:30:00,4953.35,4954.85,4936.02,4954.1,8930
2026-02-06 23:00:00,4954.13,4958.74,4945.95,4953.89,6967
2026-02-06 23:30:00,4953.96,4964.04,4953.36,4959.53,3233
2026-02-09 01:00:00,4991.69,5027.06,4963.44,5024.87,10570
2026-02-09 01:30:00,5024.72,5047.33,5019.23,5036.47,10573
2026-02-09 02:00:00,5036.02,5045.32,5022.18,5035.19,10907
2026-02-09 02:30:00,5035.39,5037.44,5011.09,5019.93,10430
2026-02-09 03:00:00,5019.74,5042.11,5004.91,5017.15,12953
2026-02-09 03:30:00,5017.25,5022.81,4974.97,4982.92,12427
2026-02-09 04:00:00,4982.86,5002.43,4968.51,5001.81,9946
2026-02-09 04:30:00,5001.89,5018.12,4985.69,5007.47,10231
2026-02-09 05:00:00,5007.55,5026.78,5005.27,5024.77,9514
2026-02-09 05:30:00,5024.97,5031.11,5012.04,5016.6,8366
2026-02-09 06:00:00,5016.58,5025.55,5008.11,5018.08,7865
2026-02-09 06:30:00,5017.28,5023.67,5006.12,5011.62,7981
2026-02-09 07:00:00,5011.59,5032.26,5010.81,5029.9,7763
2026-02-09 07:30:00,5029.84,5041.67,5022.92,5036.7,10867
2026-02-09 08:00:00,5036.16,5045.97,5012.96,5024.63,11122
2026-02-09 08:30:00,5024.7,5040.07,5020.03,5031.64,10955
2026-02-09 09:00:00,5030.86,5031.21,4997.01,5008.99,10583
2026-02-09 09:30:00,5008.95,5015.79,5000.19,5006.8,9663
2026-02-09 10:00:00,5006.77,5031.58,5002.22,5026.17,10044
2026-02-09 10:30:00,5026.18,5035.97,5021.47,5026.9,8998
2026-02-09 11:00:00,5027.03,5041.26,5015.59,5024.81,9565
2026-02-09 11:30:00,5023.87,5028.0,5003.17,5007.24,10114
2026-02-09 12:00:00,5007.2,5015.8,4984.96,4990.42,10735
2026-02-09 12:30:00,4990.43,4999.67,4981.21,4990.65,10355
2026-02-09 13:00:00,4990.58,5007.12,4988.24,5006.02,9040
2026-02-09 13:30:00,5005.79,5018.34,5000.73,5010.54,8909
2026-02-09 14:00:00,5010.44,5018.07,5006.83,5013.16,8970
2026-02-09 14:30:00,5013.02,5021.67,5006.7,5012.79,8774
2026-02-09 15:00:00,5013.91,5025.25,5003.08,5004.7,12453
2026-02-09 15:30:00,5004.68,5014.93,4994.58,5007.21,11860
2026-02-09 16:00:00,5007.4,5024.38,5001.65,5021.09,11185
2026-02-09 16:30:00,5021.21,5040.87,5013.36,5038.4,13457
2026-02-09 17:00:00,5037.93,5042.51,5023.55,5033.71,12007
2026-02-09 17:30:00,5032.72,5060.64,5032.72,5058.35,11743
2026-02-09 18:00:00,5059.22,5079.6,5056.02,5072.58,11587
2026-02-09 18:30:00,5072.57,5080.6,5066.59,5072.93,11137
2026-02-09 19:00:00,5073.35,5075.1,5059.96,5068.37,9479
2026-02-09 19:30:00,5069.02,5070.95,5040.69,5046.49,10649
2026-02-09 20:00:00,5046.5,5060.04,5043.86,5054.49,10880
2026-02-09 20:30:00,5054.82,5064.4,5048.16,5063.07,9369
2026-02-09 21:00:00,5062.91,5074.65,5061.83,5074.41,8531
2026-02-09 21:30:00,5073.42,5080.22,5072.43,5074.0,8793
2026-02-09 22:00:00,5073.92,5081.88,5072.88,5080.84,7262
2026-02-09 22:30:00,5080.68,5086.73,5071.44,5079.01,8618
2026-02-09 23:00:00,5079.51,5083.0,5047.55,5054.44,7997
2026-02-09 23:30:00,5054.45,5066.57,5053.79,5058.11,5717
2026-02-10 01:00:00,5058.57,5076.99,4986.13,5023.82,12536
2026-02-10 01:30:00,5022.97,5042.51,5012.93,5031.88,9577
2026-02-10 02:00:00,5031.78,5048.27,5030.98,5034.29,9687
2026-02-10 02:30:00,5034.31,5041.07,5008.84,5018.81,10281
2026-02-10 03:00:00,5018.21,5038.17,5012.04,5017.79,11454
2026-02-10 03:30:00,5017.3,5036.18,5014.44,5033.0,11359
2026-02-10 04:00:00,5033.04,5056.77,5030.9,5047.95,10717
2026-02-10 04:30:00,5048.0,5052.9,5033.91,5038.77,11202
2026-02-10 05:00:00,5038.35,5038.6,5015.97,5021.92,11286
2026-02-10 05:30:00,5021.77,5031.93,5016.16,5029.56,8670
2026-02-10 06:00:00,5029.4,5031.38,5017.22,5027.91,7667
2026-02-10 06:30:00,5027.86,5034.38,5021.85,5031.84,6545
2026-02-10 07:00:00,5031.86,5035.66,5010.46,5018.15,7501
2026-02-10 07:30:00,5018.48,5041.29,5012.13,5039.42,10645
2026-02-10 08:00:00,5039.57,5046.26,5030.36,5032.04,10454
2026-02-10 08:30:00,5032.18,5039.31,5018.6,5023.84,10371
2026-02-10 09:00:00,5023.98,5034.26,5017.93,5024.58,8874
2026-02-10 09:30:00,5024.59,5036.36,5024.41,5033.43,8595
2026-02-10 10:00:00,5033.3,5041.73,5029.22,5035.08,10157
2026-02-10 10:30:00,5035.12,5055.44,5033.59,5041.99,9975
2026-02-10 11:00:00,5041.9,5063.71,5040.36,5052.5,9566
2026-02-10 11:30:00,5052.51,5053.67,5041.59,5047.19,8758
2026-02-10 12:00:00,5047.06,5052.94,5036.39,5048.2,9770
2026-02-10 12:30:00,5047.31,5058.77,5043.31,5047.25,8365
2026-02-10 13:00:00,5047.22,5053.41,5043.53,5047.19,7250
2026-02-10 13:30:00,5047.2,5057.92,5044.36,5055.51,7502
2026-02-10 14:00:00,5055.51,5057.47,5040.11,5047.03,9080
2026-02-10 14:30:00,5047.88,5047.98,5019.0,5031.66,10555
2026-02-10 15:00:00,5031.69,5046.61,5025.8,5036.88,11170
2026-02-10 15:30:00,5036.9,5058.79,5036.28,5051.0,11412
2026-02-10 16:00:00,5051.67,5075.49,5046.53,5069.72,11009
2026-02-10 16:30:00,5070.22,5078.35,5020.21,5037.11,13952
2026-02-10 17:00:00,5037.25,5048.44,5028.32,5031.2,12498
2026-02-10 17:30:00,5031.54,5037.16,4997.7,5019.01,13685
2026-02-10 18:00:00,5019.9,5024.68,5005.08,5010.12,12820
2026-02-10 18:30:00,5010.02,5026.84,5008.0,5024.1,11244
2026-02-10 19:00:00,5023.51,5039.38,5020.34,5036.2,10442
2026-02-10 19:30:00,5036.23,5040.6,5024.47,5025.13,10136
2026-02-10 20:00:00,5025.21,5028.07,5004.29,5008.92,11379
2026-02-10 20:30:00,5008.88,5017.66,5004.7,5012.85,9939
2026-02-10 21:00:00,5012.42,5021.75,5008.28,5021.63,9022
2026-02-10 21:30:00,5021.58,5030.63,5021.26,5028.27,9227
2026-02-10 22:00:00,5027.87,5034.3,5020.08,5028.52,8608
2026-02-10 22:30:00,5028.11,5045.62,5026.99,5030.01,9161
2026-02-10 23:00:00,5030.0,5032.83,5022.69,5025.76,6622
2026-02-10 23:30:00,5025.7,5028.52,5020.34,5025.02,6145
2026-02-11 01:00:00,5025.54,5054.98,5023.73,5046.82,8294
2026-02-11 01:30:00,5047.14,5049.1,5038.15,5042.37,5935
2026-02-11 02:00:00,5041.96,5044.73,5027.95,5040.5,8260
2026-02-11 02:30:00,5040.38,5049.83,5033.13,5037.72,7745
2026-02-11 03:00:00,5037.2,5047.41,5029.42,5037.91,10023
2026-02-11 03:30:00,5038.06,5053.45,5032.05,5052.08,9019
2026-02-11 04:00:00,5052.12,5057.06,5031.72,5041.82,9495
2026-02-11 04:30:00,5041.72,5057.85,5041.03,5055.25,9190
2026-02-11 05:00:00,5055.39,5059.49,5044.59,5057.45,8402
2026-02-11 05:30:00,5057.14,5061.3,5052.7,5054.79,6943
2026-02-11 06:00:00,5053.82,5060.22,5052.6,5057.88,5832
2026-02-11 06:30:00,5057.85,5059.5,5045.35,5045.59,6577
2026-02-11 07:00:00,5045.64,5053.94,5042.94,5052.6,6565
2026-02-11 07:30:00,5052.97,5064.14,5046.21,5052.43,9705
2026-02-11 08:00:00,5052.04,5061.86,5048.8,5055.95,8666
2026-02-11 08:30:00,5056.16,5064.86,5051.63,5063.63,9388
2026-02-11 09:00:00,5063.57,5069.59,5052.11,5060.48,10735
2026-02-11 09:30:00,5060.48,5062.09,5048.39,5054.34,8723
2026-02-11 10:00:00,5054.33,5060.95,5050.0,5052.22,8706
2026-02-11 10:30:00,5052.2,5055.33,5045.1,5054.57,8292
2026-02-11 11:00:00,5054.39,5056.28,5046.52,5053.89,6905
2026-02-11 11:30:00,5053.81,5072.54,5053.14,5062.22,9746
2026-02-11 12:00:00,5062.28,5076.64,5062.0,5070.82,8922
2026-02-11 12:30:00,5070.37,5101.55,5067.08,5092.5,11670
2026-02-11 13:00:00,5092.33,5108.39,5082.38,5107.24,9796
2026-02-11 13:30:00,5107.26,5117.51,5100.3,5111.46,9866
2026-02-11 14:00:00,5111.59,5119.58,5086.22,5095.53,11211
2026-02-11 14:30:00,5095.41,5099.58,5050.64,5083.05,12351
2026-02-11 15:00:00,5081.93,5090.49,5063.48,5081.91,12549
2026-02-11 15:30:00,5082.33,5083.41,5015.05,5065.37,15106
2026-02-11 16:00:00,5065.19,5083.47,5061.4,5069.63,13103
2026-02-11 16:30:00,5070.26,5076.03,5034.65,5058.93,15182
2026-02-11 17:00:00,5059.55,5082.12,5043.04,5047.95,14886
2026-02-11 17:30:00,5047.61,5063.64,5038.75,5059.68,14488
2026-02-11 18:00:00,5059.32,5064.8,5041.69,5062.24,13297
2026-02-11 18:30:00,5062.32,5078.53,5056.0,5075.27,11589
2026-02-11 19:00:00,5075.46,5091.86,5068.3,5087.83,11566
2026-02-11 19:30:00,5087.8,5099.03,5081.17,5091.91,11151
2026-02-11 20:00:00,5091.47,5093.31,5065.79,5073.89,11725
2026-02-11 20:30:00,5073.65,5087.72,5071.0,5081.76,10400
2026-02-11 21:00:00,5081.57,5094.39,5081.57,5091.83,9850
2026-02-11 21:30:00,5091.02,5092.02,5076.28,5082.33,10215
2026-02-11 22:00:00,5082.21,5089.18,5079.2,5084.68,7835
2026-02-11 22:30:00,5084.78,5090.25,5077.5,5086.47,9687
2026-02-11 23:00:00,5087.24,5092.86,5078.47,5081.88,6491
2026-02-11 23:30:00,5081.74,5085.09,5069.48,5083.85,6505
2026-02-12 01:00:00,5084.72,5100.28,5051.76,5068.82,8972
2026-02-12 01:30:00,5068.78,5071.81,5058.94,5061.73,7865
2026-02-12 02:00:00,5061.01,5068.14,5048.99,5060.02,10560
2026-02-12 02:30:00,5060.17,5066.04,5055.35,5061.2,8512
2026-02-12 03:00:00,5060.9,5063.05,5044.26,5058.3,11419
2026-02-12 03:30:00,5058.33,5064.61,5052.76,5063.55,10526
2026-02-12 04:00:00,5063.31,5073.21,5061.89,5067.27,9385
2026-02-12 04:30:00,5067.29,5069.94,5054.86,5066.22,9963
2026-02-12 05:00:00,5066.02,5074.99,5054.4,5060.16,9421
2026-02-12 05:30:00,5060.39,5067.21,5054.62,5056.42,8012
2026-02-12 06:00:00,5056.55,5059.7,5050.41,5056.4,7048
2026-02-12 06:30:00,5056.6,5070.56,5053.72,5068.97,6818
2026-02-12 07:00:00,5068.8,5078.44,5064.95,5071.7,8322
2026-02-12 07:30:00,5071.41,5076.34,5063.89,5075.53,9027
2026-02-12 08:00:00,5075.54,5076.65,5055.06,5055.54,9513
2026-02-12 08:30:00,5054.88,5061.86,5046.58,5059.09,10727
2026-02-12 09:00:00,5059.17,5066.3,5051.98,5062.75,8775
2026-02-12 09:30:00,5062.92,5066.14,5056.0,5065.39,7553
2026-02-12 10:00:00,5065.56,5074.31,5061.05,5061.16,9736
2026-02-12 10:30:00,5061.3,5072.44,5051.66,5068.1,8774
2026-02-12 11:00:00,5068.22,5078.36,5065.55,5071.79,8479
2026-02-12 11:30:00,5071.74,5081.21,5067.95,5072.4,6772
2026-02-12 12:00:00,5072.37,5076.89,5060.45,5061.68,7755
2026-02-12 12:30:00,5060.66,5066.5,5055.41,5062.57,7451
2026-02-12 13:00:00,5063.1,5065.94,5058.77,5062.83,6058
2026-02-12 13:30:00,5062.87,5068.67,5061.08,5063.92,6301
2026-02-12 14:00:00,5063.64,5067.08,5055.87,5061.91,6749
2026-02-12 14:30:00,5062.08,5068.92,5048.67,5052.54,8653
2026-02-12 15:00:00,5052.51,5074.63,5051.17,5063.08,10188
2026-02-12 15:30:00,5063.15,5084.14,5060.75,5075.68,10247
2026-02-12 16:00:00,5075.61,5078.2,5055.02,5061.73,10472
2026-02-12 16:30:00,5061.75,5071.89,5038.4,5043.69,13018
2026-02-12 17:00:00,5044.36,5069.39,5039.01,5065.69,11487
2026-02-12 17:30:00,5065.58,5075.14,5059.14,5060.49,11063
2026-02-12 18:00:00,5059.7,5067.94,4877.22,4897.83,15640
2026-02-12 18:30:00,4897.55,4969.62,4894.8,4951.75,16324
2026-02-12 19:00:00,4950.67,4983.63,4938.92,4964.2,15178
2026-02-12 19:30:00,4964.12,4975.29,4938.55,4941.29,14047
2026-02-12 20:00:00,4941.29,4950.29,4906.72,4928.71,14286
2026-02-12 20:30:00,4928.73,4952.25,4925.6,4936.42,12410
2026-02-12 21:00:00,4936.57,4944.49,4928.53,4931.79,12205
2026-02-12 21:30:00,4931.69,4958.14,4931.26,4945.43,11313
2026-02-12 22:00:00,4945.58,4948.6,4920.74,4921.02,11666
2026-02-12 22:30:00,4918.49,4928.14,4910.85,4914.48,12569
2026-02-12 23:00:00,4914.46,4924.57,4911.62,4920.13,7535
2026-02-12 23:30:00,4920.22,4926.88,4915.55,4921.23,6393
2026-02-13 01:00:00,4923.33,4929.16,4886.44,4920.33,9197
2026-02-13 01:30:00,4920.29,4926.2,4905.57,4919.05,8861
2026-02-13 02:00:00,4919.29,4948.92,4913.21,4939.32,9705
2026-02-13 02:30:00,4939.41,4946.15,4925.22,4927.42,9030
2026-02-13 03:00:00,4927.76,4979.93,4927.27,4969.3,12063
2026-02-13 03:30:00,4970.14,4989.19,4963.96,4980.93,11246
2026-02-13 04:00:00,4981.45,4986.5,4972.53,4984.87,8811
2026-02-13 04:30:00,4985.47,4991.8,4971.6,4988.82,9449
2026-02-13 05:00:00,4988.77,4989.64,4973.44,4978.46,8580
2026-02-13 05:30:00,4978.39,4984.82,4974.64,4981.08,6321
2026-02-13 06:00:00,4981.09,4997.65,4975.21,4984.79,7146
2026-02-13 06:30:00,4984.81,4986.66,4972.6,4977.1,6405
2026-02-13 07:00:00,4976.98,4986.96,4965.5,4979.91,7797
2026-02-13 07:30:00,4979.86,4980.49,4944.5,4946.79,10662
2026-02-13 08:00:00,4946.97,4962.06,4945.75,4950.95,10448
2026-02-13 08:30:00,4951.11,4969.04,4950.57,4965.88,10374
2026-02-13 09:00:00,4965.74,4976.73,4950.89,4968.7,9964
2026-02-13 09:30:00,4968.78,4982.84,4965.68,4974.56,9118
2026-02-13 10:00:00,4973.99,4989.14,4971.95,4982.17,10203
2026-02-13 10:30:00,4982.2,4987.12,4970.4,4981.73,8856
